,SPILL_ID,START_DATE,LAT,LON,COUNTY,SPILL_CAUSE,SPILL CAUSE EXPLAIN,SSO Storm Associated,4-Day Rain,SPILL TYPE,SPILL VOL,SPILL VOL REACH LAND,SPILL VOL RECOVER,SPILL VOL REACH SURF,DIAMETER OF SEWER,MATERIAL SEWER_PIPE,AGE,sm_surface,sm_rootzone,sm_profile,soil_water_infiltration_flux,vegetation_greenness_fraction,surface_temp,surface_pressure
336,855550,2019-01-20 11:30:00,37.867129999999996,-122.46191999999999,Marin,Root Intrusion, ,No,36.0836,Category 3,20,20,10,0,4,clay,50,0.333464742,0.347120494,0.32906436899999997,6.48e-05,0.964270532,284.42633060000003,101327.875
332,855551,2019-01-07 17:45:00,37.89013,-122.46498999999999,Marin,Root Intrusion, ,No,44.7355,Category 3,5,5,0,0,6,clay,47,0.323507428,0.289827138,0.298126519,4.43e-07,0.9623706940000001,282.8301086,101107.5469
1884,855553,2019-01-18 11:00:00,34.1252812,-117.93031359999999,Los Angeles,Other (specify below),Cloth and tape materials.,No,95.2874,Category 1,500,0,0,500, , , ,0.305496871,0.289932042,0.268004537,1.59e-06,0.949480236,280.8557434,96222.28906
821,855622,2019-01-18 00:00:00,37.436301,-122.14956799999999,Santa Clara,Root Intrusion, ,No,34.5765,Category 3,15,15,10,0, , , ,0.321562022,0.320797205,0.302413374,4.2499999999999996e-05,0.962393105,283.85247799999996,100211.2969
866,855624,2019-01-20 00:00:00,37.411895,-122.116452,Santa Clara,Root Intrusion, ,No,27.7722,Category 3,9,9,8,0, , , ,0.30820471,0.323464662,0.30664584,3.2e-11,0.9630231859999999,286.86090089999993,100061.0547
1776,855656,2019-01-17 09:25:00,34.394,-118.90799999999999,Ventura,Other (specify below),Collections system overloaded by storm water flow from construction site when inflatable air bladder separating new sewer pipe from existing sewer pipe failed.,Yes,,Category 2,5000,5000,0,0,8,pvc,11,0.385741264,0.321976334,0.297860503,0.000967741,0.954292178,284.0394897,94060.23438
654,855658,2019-01-16 21:45:00,38.102309999999996,-122.27427,Solano,Pump Station Failure-Controls,Downstream pump station failed during storm event and due to heavy I/I. The system surcharged  in gravity manhole and when Dom 2 discharged into the system it burped the system and part of the discharge escaped the system.,Yes,,Category 3,561,561,561,0, , , ,0.43591529100000004,0.35304248299999996,0.35324606299999994,0.00156641,0.961580992,286.4980774,99757.40625
794,855662,2019-01-18 06:50:00,38.05713,-122.17227,Solano,Debris-Rags, ,No,54.1093,Category 3,46,46,0,0,6,clay, ,0.369845241,0.35577303200000004,0.36019924299999995,4.05e-05,0.961434245,282.21688839999996,101201.4219
1746,855670,2018-12-20 07:30:00,36.773509999999995,-119.80859,Fresno,Vandalism, ,Yes,,Category 3,380,380,380,0,6,VCP,89,0.18928498,0.20107509199999998,0.20880280399999998,0.0,0.936919153,278.64300539999994,100858.3984
798,855672,2019-01-16 17:15:00,37.761140000000005,-122.16644,Alameda,Surcharged Pipe (Combined CS Only),"Due to a capacity issue, two hundred and forty gallons overflowed from a twenty one inch vitrified clay pipe.",Yes,,Category 3,240,240,240,0, , , ,0.376277208,0.35435956700000004,0.35494881899999997,1.49e-06,0.96180743,284.8001099,100027.4063
690,855673,2019-01-16 17:45:00,37.80748,-122.25596999999999,Alameda,Surcharged Pipe (Combined CS Only),Four hundred and eighty gallons overflowed from a eight inch vitrified clay pipe. The pipe overflowed due to surcharging.,Yes,,Category 3,480,480,480,0, , , ,0.31145787199999997,0.268788278,0.282072842,4.29e-06,0.96205157,284.9680786,100307.4063
1125,855686,2018-12-27 13:00:00,38.50746111,-121.48267779999999,Sacramento,Debris-General, ,No,14.5167,Category 3,10,10,5,0, , , ,0.284340918,0.312364548,0.30895116899999997,1.49e-11,0.943747163,275.4996338,101774.4453
1470,855687,2018-12-28 06:00:00,38.58946389,-121.29668889999999,Sacramento,Root intrusion, ,No,12.3636,Category 3,112,9,108,0, , , ,0.21529696899999998,0.253207892,0.250973493,1.0800000000000002e-13,0.946945429,277.7717285,101546.0938
1255,855691,2018-12-18 11:00:00,38.62033333,-121.3828472,Sacramento,Root intrusion, ,No,22.1357,Category 3,24,11,23,0, , , ,0.240036279,0.239824459,0.241286919,6.55e-12,0.940520227,279.85125730000004,101846.7813
1563,855705,2018-12-26 14:00:00,38.65873611,-121.23331670000002,Sacramento,Root intrusion, ,No,13.1038,Category 3,3,3,2,0, , , ,0.24765658399999999,0.249279588,0.25761827800000003,4.359999999999999e-22,0.949818075,275.69570919999995,100551.5703
1352,855722,2018-12-18 12:05:00,38.62687778,-121.35807220000001,Sacramento,Root intrusion, ,No,22.8784,Category 3,8,8,7,0, , , ,0.20908820600000003,0.19516833100000003,0.202580199,0.0,0.943209827,279.050293,101566.5547
1366,855723,2018-12-03 06:30:00,38.67738056,-121.35440559999999,Sacramento,Root intrusion, ,No,18.6741,Category 3,5,5,2,0, , , ,0.20111627899999998,0.17869296699999998,0.185945705,0.0,0.9293774370000001,277.4856567,101310.7031
1260,855726,2018-12-17 14:00:00,38.60520833,-121.3811889,Sacramento,Root intrusion, ,No,22.0125,Category 3,10,10,3,0, , , ,0.290803522,0.24646367100000002,0.24163931600000002,8.31e-06,0.940247655,282.10083010000005,101406.4531
1535,855727,2018-12-20 10:30:00,38.65618889,-121.25298889999999,Sacramento,Root intrusion, ,No,25.8197,Category 3,9,9,5,0, , , ,0.232104123,0.24397938,0.251592934,0.0,0.947177112,278.8706665,100866.625
1367,855748,2018-12-16 21:30:00,38.59396667,-121.3538972,Sacramento,Root intrusion, ,No,14.6341,Category 3,4,4,4,0, , , ,0.172099069,0.173693851,0.187349126,7.63e-05,0.9422562720000001,286.76406860000003,100746.9375
1443,855749,2018-12-19 09:00:00,38.71180278,-121.31569440000001,Sacramento,Debris-General, ,No,25.9147,Category 3,6,6,2,0, , , ,0.19132646899999997,0.19011585399999997,0.196809486,0.0,0.944947302,281.6034546,101547.8906
1571,855753,2018-12-17 11:00:00,38.66583056,-121.2300611,Sacramento,Root intrusion, ,No,26.1568,Category 3,623,181,602,0, , , ,0.34904626,0.250690073,0.247231796,0.0009658339999999999,0.946102917,283.0936584,100515.4766
724,855761,2019-01-16 19:00:00,37.81201,-122.23226000000001,Alameda,Surcharged Pipe (Combined CS Only),Seven hundred and twenty gallons overflowed from a eight inch vitrified clay pipe. Seven hundred and twenty gallons overflowed on to the curb and gutter at this location. sewage was captured and returned to collection system.,Yes,,Category 3,720,720,720,0, , , ,0.321519762,0.269254863,0.282660097,0.000340939,0.962060392,286.2333374,100123.6641
1523,855763,2018-12-20 07:54:00,38.79925,-121.26024,Placer,Debris-Rags,Excessive tissue paper build up and low water flow,No,29.4864,Category 3,1,1,0,0,4,VCP,31,0.172439277,0.171045795,0.18640290199999998,0.0,0.9501027459999999,279.9857788,100114.3984
658,855822,2019-01-18 11:00:00,37.49882,-122.27373,San Mateo,Root Intrusion,Root Intrusion in main line,No,32.6309,Category 3,45,45,40,0,6, , ,0.336502731,0.33192423,0.314025044,9.95e-06,0.962663829,281.5276184,101030.2891
1740,855840,2019-01-05 12:15:00,39.184309999999996,-120.09733999999999,Placer,Pipe Structural Problem/Failure,"It appears that on the afternoon of January 5, 2019 a severe south-south west wind event caused significant wave action on Lake Tahoe.  The wave action appears to have undermined and dislodged a section of the 8  ACP sewer main running in the lake shore.  Approximately 52 feet of sewer main was dislodged.",Yes,,Category 1,16372,0,0,16372,8,ACP,52,0.198828548,0.23685827899999998,0.22625510399999998,2.96e-08,0.922907591,271.47668460000006,78780.96094
1836,855846,2019-02-02 12:50:00,34.153163,-118.277151,Los Angeles,Flow Exceeded Capacity (Separate CS Only),The cause of this overflow was due in part to a power failure at the Los Angeles/Glendale Water Reclamation Plant.,Yes,,Category 1,98694,0,0,98694,48,CON,80,0.311412066,0.24287371300000002,0.25761503,7.780000000000001e-05,0.950559556,281.7207336,94793.26563
1821,855852,2019-02-02 13:05:00,34.089453999999996,-118.352251,Los Angeles,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,8206,0,0,8206,42,VCP,52,0.335093707,0.261245281,0.274094522,0.000126302,0.9530009629999999,283.32913210000004,97561.26563
1861,855878,2019-02-02 13:59:00,34.00945,-118.15838000000001,Los Angeles,Other (specify below),The overflow was caused by a heavy rain event that caused flow in the sewer to exceed the hydraulic capacity of the sewer due to inflow/infiltration. The sewer system was unable to carry the excess amount of flow and eventually overflowed.,Yes,,Category 1,4415,0,0,4415,36,VCP,21,0.293711871,0.293960124,0.25401395600000004,0.000126004,0.953245103,283.86819460000004,98857.26563
1856,855879,2019-02-02 19:15:00,33.91502,-118.17018,Los Angeles,Other (specify below),The overflow was caused by a heavy rain event that caused flow in the sewer to exceed the hydraulic  capacity of the sewer due to inflow/infiltration. The sewer was unable to carry the excess amount of water and eventually overflowed.,Yes,,Category 1,4671,707,707,3964,66,RGRCP-PTL,20,0.38291558600000003,0.239966005,0.25081566,0.001275539,0.954471052,288.1466675,99500.34375
1616,855885,2019-02-05 11:00:00,38.69802,-121.1606,Sacramento,Debris from Lateral, ,No,51.8033,Category 3,25,25,0,0, , , ,0.33504188100000004,0.30503571,0.32088685,7.18e-05,0.9667331579999999,275.83648680000005,97868.60938
706,855886,2019-02-05 07:50:00,40.183889,-122.244444,Tehama,Pump Station Failure-Mechanical, ,No,73.6093,Category 2,1830,1830,1400,0, , , ,0.39052969200000004,0.40986725700000004,0.391884506,1.95e-05,0.9581856129999999,274.7852173,97657.30469
493,855891,2019-02-05 10:00:00,37.5465,-122.3309,San Mateo,Root Intrusion, ,No,46.9226,Category 1,2286,0,0,2286,6, , ,0.35542762299999997,0.34507477299999995,0.32479309999999995,4.02e-05,0.968442142,276.78179930000005,99636.60938
326,855894,2019-02-02 15:00:00,37.87422,-122.46638,Marin,Pipe Structural Problem/Failure,"Broken, missing pipe sections, offset pipe, root intrusion. Owner to be notified by District.",No,36.8014,Category 3,50,50,15,0,4,clay/iron,50,0.367149204,0.31989738300000004,0.334226727,9.790000000000001e-05,0.9678961629999999,284.5441284,99049.99219
782,855895,2019-02-04 09:30:00,37.90883,-122.19368,Contra Costa,Root Intrusion, ,No,34.0339,Category 1,942,0,11,931,8,HDPE,2,0.355169684,0.319738179,0.300270557,0.000451565,0.967444599,281.5855103,98939.21875
1086,855900,2019-02-04 00:00:00,36.663779999999996,-121.61505,Monterey,Debris-General,Debris blockage in City main line.,No,34.5647,Category 1,2500,0,0,2500,8,VCP,40,0.354480952,0.345391244,0.325949103,7.66e-07,0.9676808709999999,281.46408080000003,97902.21875
651,855902,2019-02-04 08:05:00,37.828990000000005,-122.27808,Alameda,Damage by Others Not Related to CS Construction/Maintenance (Specify Below),Damage  caused by a crane that was stationary over the Sanitary sewer.,Yes,,Category 2,1635,1635,1635,0,8, , ,0.342155755,0.29327547600000003,0.310297102,0.000259757,0.9676861170000001,281.74743650000005,99262.60156
1942,855905,2019-02-02 00:00:00,33.120396,-117.23201499999999,San Diego,Other (specify below),"This is a 16  gravity line that feeds into our siphon outfall line. Water equalization, during the storm surge put back pressure on the 16  line that caused a SSO.",Yes,,Category 1,23251,0,0,23251, ,Techite, ,0.25983217399999997,0.21812230300000002,0.207903355,0.001182556,0.9561826590000001,288.19976810000003,98894.23438
1889,855911,2019-02-01 02:01:00,33.67106,-117.86655,Orange,Debris-Rags, ,No,16.1639,Category 1,264,0,3,264, , , ,0.290301651,0.212150633,0.221193969,4.82e-08,0.960049629,283.4007568,100036.2813
531,855912,2019-02-05 07:30:00,38.32399,-122.31981,Napa,Pipe Structural Problem/Failure, ,No,56.1079,Category 3,1,1,0,0,4,CIPP,1,0.36965566899999996,0.37324616299999996,0.367836654,5.16e-06,0.9674629570000001,276.01568599999996,98185.30469
624,855913,2019-02-02 12:00:00,37.91655,-122.29058,Contra Costa,Debris from Construction, ,Yes,,Category 2,1000,1000,0,0,6,vcp, ,0.339244097,0.28065446,0.29338163100000003,0.00018692,0.967161119,284.139679,98745.26563
214,855914,2019-02-04 09:18:00,37.98670104,-122.52934099999999,Marin,Root Intrusion,"Lite roots, rocks and a 3 inch brass clean out cap was removed from the District line",No,68.5637,Category 3,981,981,0,0, , , ,0.378607184,0.345861226,0.34128618200000005,0.000280619,0.968421161,281.9360962,99075.21875
112,855915,2019-02-05 03:30:00,38.237109999999994,-122.63426000000001,Sonoma,Debris from Lateral,Combination of a Commercial Business Discharge and build up of Debris in City Main,No,75.9584,Category 1,36,0,0,36,6,VCP, ,0.455948234,0.471512854,0.454753071,2.57e-05,0.968925178,276.495575,98797.0
1032,855917,2019-02-01 15:19:00,38.01242,-121.8195,Contra Costa,Root Intrusion, ,Yes,,Category 3,8,8,8,0,4,VCP, ,0.331654727,0.350019574,0.341487944,4.21e-10,0.967875183,283.66915889999996,100167.2188
1519,855923,2019-02-02 04:15:00,38.6984,-121.2648,Sacramento,Root Intrusion, ,No,11.588,Category 1,423,107,139,284, , , ,0.235938385,0.209061638,0.239492685,0.000211179,0.964711845,283.8212585,99047.625
688,855955,2019-02-06 11:00:00,37.881890000000006,-122.25806000000001,Alameda,Pipe Structural Problem/Failure, ,No,30.9815,Category 1,25,20,15,5, , , ,0.301511347,0.28983283,0.305152684,2.52e-10,0.968463063,275.396759,100826.2656
1502,855986,2019-01-20 09:11:00,38.74077,-121.27666,Placer,Pipe Structural Problem/Failure, ,No,26.254,Category 3,2,2,2,0, , , ,0.235198125,0.22425673899999998,0.244530678,1.4499999999999999e-08,0.9586552979999999,284.49273680000005,100959.875
1826,856007,2019-02-02 12:27:00,34.18993,-118.32222,Los Angeles,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 2,1111,1111,1111,0, , , ,0.315562457,0.245620295,0.260300577,8.159999999999999e-05,0.951536119,282.2392883,95649.26563
1830,856009,2019-02-02 11:08:00,34.18175,-118.30424,Los Angeles,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 2,1781,1781,1781,0, , , ,0.305293947,0.24353492300000001,0.258604467,0.000320911,0.9515334959999999,282.70843510000003,95737.78906
1787,856048,2019-02-12 07:45:00,34.03889,-118.48127,Los Angeles,Root Intrusion,Roots observed in main line at manhole.,No,11.5015,Category 2,1500,1500,1500,0, , , ,0.328763574,0.362811476,0.345348924,2.84e-29,0.9548332690000001,276.59613039999994,100782.2109
142,856049,2019-02-11 11:00:00,37.8937,-122.57296000000001,Marin,Root Intrusion,Tree roots squeezed between mortar and sliplined pipe at bottom of manhole #3; blockage then caused effluent to spill out of manhole #2.,No,21.6746,Category 3,25,25,0,0,4,Black plastic/ ABS,30,0.363719642,0.378981978,0.358942837,1.2e-08,0.970084727,276.91250610000003,101430.0313
1983,856064,2019-02-08 15:00:00,32.75199,-116.97963999999999,San Diego,Debris-General, ,No,15.6357,Category 3,130,130,100,0,8,VCP Lined,54,0.200746581,0.22388681800000002,0.21563679,0.0,0.9480024579999999,282.37704469999994,97992.21094
122,856077,2019-02-13 07:00:00,38.22875,-122.62713000000001,Sonoma,Flow Exceeded Capacity (Separate CS Only),"Storm Event, Flow exceeded design",Yes,,Category 1,15000,0,1009,13991,21,SDR,2,0.386773676,0.381742895,0.38112607600000004,0.00026238,0.970571458,278.82919310000005,99513.46094
103,856079,2019-02-13 07:12:00,38.23,-122.64128000000001,Sonoma,Flow Exceeded Capacity (Separate CS Only),C street Pump Station Operating at 100% system overloaded due to storm event,Yes,,Category 1,3000,0,0,3000,16,SDR,5,0.386773676,0.381742895,0.38112607600000004,0.00026238,0.970571458,278.82919310000005,99513.46094
737,856081,2019-02-05 11:37:00,37.48512,-122.21828000000001,San Mateo,Root Intrusion, ,No,48.6885,Category 3,300,0,300,0,10,VCP, ,0.366780162,0.35667145299999997,0.33638978,5.6999999999999996e-05,0.968198001,276.56695560000003,99276.60938
105,856082,2019-02-13 07:26:00,38.22623,-122.64076000000001,Sonoma,Flow Exceeded Capacity (Separate CS Only),"C street pump Station running at max Capacity, rain fall and I&I overloaded the system",Yes,,Category 1,4450,0,0,4450,6,liner, ,0.386773676,0.381742895,0.38112607600000004,0.00026238,0.970571458,278.82919310000005,99513.46094
124,856086,2019-02-13 07:20:00,38.22841,-122.62635,Sonoma,Flow Exceeded Capacity (Separate CS Only),Storm event,Yes,,Category 1,750,0,0,750,12,SDR,6,0.386773676,0.381742895,0.38112607600000004,0.00026238,0.970571458,278.82919310000005,99513.46094
945,856088,2019-02-10 21:00:00,37.29353,-122.02686000000001,Santa Clara,Pump Station Failure-Mechanical, ,No,22.3016,Category 1,99070,0,7600,91470, , , ,0.30589211,0.311054826,0.28969720000000004,4.970000000000001e-09,0.969906211,280.62512210000006,98546.07031
673,856095,2019-02-13 07:45:00,37.88929,-122.26576999999999,Alameda,Root Intrusion, ,Yes,,Category 3,100,100,0,0, , , ,0.321710199,0.294340551,0.310569435,0.000158668,0.970571458,280.40243530000004,99873.46094
116,856098,2019-02-13 07:45:00,38.9353,-122.6309,Lake,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,10125,0,0,10125, , , ,0.40337523799999997,0.404081762,0.390769631,0.00033032900000000003,0.9683741929999999,273.82186889999997,94913.46094
981,856099,2019-02-14 06:15:00,37.2255,-121.96213,Santa Clara,"Rainfall Exceeded Design, I and I (Separate CS Only)",System over capacity due to excessive rainfall,Yes,,Category 1,31966,4500,4500,27466,6,VCP,64,0.398729861,0.38458198299999996,0.36164820200000003,0.00019323799999999998,0.971661329,285.80999760000003,96618.25781
1989,856101,2019-02-14 07:30:00,34.26685,-116.94125,San Bernardino,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 1,5300,0,0,5300, , , ,0.189318225,0.10650581099999999,0.124709725,0.00012052100000000001,0.9199035170000001,278.83148189999997,83858.25781
115,856106,2019-02-13 13:45:00,38.96366,-122.63123,Lake,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,192950,0,0,192950, , , ,0.353835434,0.32451129,0.315891176,0.000495195,0.9676090479999999,273.41400150000004,94106.60156
585,856113,2019-02-13 08:21:00,37.91068,-122.30738999999998,Contra Costa,Flow Exceeded Capacity (Separate CS Only),Storm event caused a flow condition that surcharged the main line.,Yes,,Category 1,2400,0,0,2400, , , ,0.42986449600000004,0.41165012100000004,0.41518369299999996,0.000161171,0.970571458,280.2251892,99945.46094
